ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"LaStudio: Enable 360 Viewer","LaStudio: Swatch Type","LaStudio: Swatch Data","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global"
510,variable,,"Skin Care Yena 2020",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n<div class=""brand-desc"">\n<h6>ABOUT YENA STORE</h6>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,,"Skin Care",Beauty011,,"https://yena.la-studioweb.com/wp-content/uploads/2019/12/m1-prod-12.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m1-prod-12-1.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-2.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m1-prod-10.jpg",,,,,,,,,0,,pickers,"{""5a8b913ebbdf432784bd7f456bbf40ce"":{""type"":""none"",""size"":""thumbnail"",""layout"":""default"",""style"":""default"",""attributes"":{""2db95e8e1a9267b7a1188556b2013b33"":{""type"":""color"",""color"":""#fff"",""photo"":0},""6f8f57715090da2632453988d9a1501b"":{""type"":""color"",""color"":""#fff"",""photo"":0},""03c7c0ace395d80182db07ae2c30f034"":{""type"":""color"",""color"":""#fff"",""photo"":0},""9dd4e461268c8034f5c8564e155c67a6"":{""type"":""color"",""color"":""#fff"",""photo"":0},""fb35806dc8c37e4e178f261553a1d698"":{""type"":""color"",""color"":""#fff"",""photo"":0},""c2912fe9a6ae9d1f03d142399fab8f4c"":{""type"":""color"",""color"":""#fff"",""photo"":0}}},""17a156306086df4aace4049827aa12a2"":{""type"":""none"",""size"":""thumbnail"",""layout"":""default"",""style"":""default"",""attributes"":{""48d6215903dff56238e52e8891380c8f"":{""type"":""color"",""color"":""#fff"",""photo"":0},""6ff47afa5dc7daa42cc705a03fca8a9b"":{""type"":""color"",""color"":""#fff"",""photo"":0},""cda7a650c5856cf2f6738072447d7825"":{""type"":""color"",""color"":""#fff"",""photo"":0},""9f27410725ab8cc8854a2769c7a516b8"":{""type"":""color"",""color"":""#fff"",""photo"":0},""fe01d67a002dfa0f3ac084298142eccd"":{""type"":""color"",""color"":""#fff"",""photo"":0},""bb7aedfa61007447dd6efaf9f37641e3"":{""type"":""color"",""color"":""#fff"",""photo"":0},""bda9643ac6601722a28f238714274da4"":{""type"":""color"",""color"":""#fff"",""photo"":0},""d487dd0b55dfcacdd920ccbdaeafa351"":{""type"":""color"",""color"":""#fff"",""photo"":0}}}}",Brand,"Forever 21, HM, Lacote, Mango, Six8, Uniquilo, Versatile, Zara",1,1,Size,"L, M, S, X, XL, XXL",1,1,Color,"Blue, Brown, Gray, Green, Orange, Purple, Red, Yellow",1,1
513,simple,"REF. LA-513","InstaBoost Conditioning Color Masque",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-desc"">\n<h4>ABOUT YENA STORE</h4>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,Makeup,Beauty011,,"https://yena.la-studioweb.com/wp-content/uploads/2019/12/m1-prod-8.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m1-prod-6.jpg",,,,,,,,,0,,,,,,,,,,,,,,,
527,simple,"REF. LA-527","Worthy Eye Cream",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n<div class=""brand-desc"">\n<h6>ABOUT YENA STORE</h6>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,Makeup,Beauty02,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-2.jpg,,,,,,,,,0,,,,,,,,,,,,,,,
528,simple,"REF. LA-528","InstaBoost Conditioning Color Masque",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-desc"">\n<h4>ABOUT YENA STORE</h4>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,Makeup,Beauty02,,"https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-3.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-2.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m1-prod-12.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m1-prod-12-1.jpg",,,,,,,,,0,,,,,,,,,,,,,,,
529,simple,"REF. LA-529","InstaBoost Conditioning Color Masque",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n<div class=""brand-desc"">\n<h6>ABOUT YENA STORE</h6>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,Makeup,Beauty02,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-4.jpg,,,,,,,,,0,,,,,,,,,,,,,,,
530,simple,"REF. LA-530","InstaBoost Conditioning Color Masque",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-desc"">\n<h4>ABOUT YENA STORE</h4>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,Makeup,Beauty02,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-5.jpg,,,,,,,,,0,,,,,,,,,,,,,,,
531,simple,"REF. LA-531","Premium Total Eye Cream Serum with Vitamin C + E",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n<div class=""brand-desc"">\n<h6>ABOUT YENA STORE</h6>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,Makeup,Beauty02,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-6.jpg,,,,,,,,,0,,,,,,,,,,,,,,,
532,simple,"REF. LA-532","ORIBE Gold Lust Repair & Restore Conditioner",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-desc"">\n<h4>ABOUT YENA STORE</h4>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,Makeup,Beauty021,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-7.jpg,,,,,,,,,0,,,,,,,,,,,,,,,
533,simple,"REF. LA-533","HASK BLUE CHAMOMILE Shampoo and Conditioner",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n<div class=""brand-desc"">\n<h6>ABOUT YENA STORE</h6>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,"Foot\, Hand &amp; Nail Care, Makeup, Tools &amp; Accessories",Beauty021,,"https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-8.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-12.jpg",,,,,,,,,0,,,,,,,,,,,,,,,
534,simple,"REF. LA-534","Purple Shampoo for Blonde Hair",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-desc"">\n<h4>ABOUT YENA STORE</h4>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,Makeup,Beauty021,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-9.jpg,,,,,,,,,0,,,,,,,,,,,,,,,
535,simple,"REF. LA-535","Purple Shampoo, Blue Shampoo",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n<div class=""brand-desc"">\n<h6>ABOUT YENA STORE</h6>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,Makeup,Beauty021,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-10.jpg,,,,,,,,,0,,,,,,,,,,,,,,,
536,simple,"REF. LA-536","Luseta Color Brightening Purple Shampoo",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-desc"">\n<h4>ABOUT YENA STORE</h4>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,Makeup,Beauty021,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-11.jpg,,,,,,,,,0,,,,,,,,,,,,,,,
537,simple,"REF. LA-537","BOTANIC HEARTH Biotin Shampoo and Conditioner",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n<div class=""brand-desc"">\n<h6>ABOUT YENA STORE</h6>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,"Foot\, Hand &amp; Nail Care, Hair Care, Makeup",Beauty021,,"https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-12.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-4.jpg",,,,,,,,,0,,,,,,,,,,,,,,,
538,simple,"REF. LA-538","V Line Lifting Mask",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-desc"">\n<h4>ABOUT YENA STORE</h4>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,"Beauty, Makeup",Beauty03,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m3-prod-1.jpg,,,,,,,,,0,,,,,,,,,,,,,,,
551,simple,"REF. LA-551","Double Chin Reducer│6PCS",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n<div class=""brand-desc"">\n<h6>ABOUT YENA STORE</h6>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,"Fragrance, Tools &amp; Accessories",Beauty03,,https://yena.la-studioweb.com/wp-content/uploads/2019/12/m3-prod-2.jpg,,,,,,,,,0,,,,,,,,,,,,,,,
552,simple,"REF. LA-552","Adonia 7 Minute Lift Organic",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-desc"">\n<h4>ABOUT YENA STORE</h4>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,"Hair Care, Oral Care, Tools &amp; Accessories",Beauty03,,"https://yena.la-studioweb.com/wp-content/uploads/2019/12/m3-prod-3.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m1-prod-11.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m2-prod-6.jpg",,,,,,,,,0,,,,,,,,,,,,,,,
553,external,"REF. LA-553","Eye Cream For Dark Circles",1,0,visible,"In elit risus, volutpat sed vestibulum sit amet, bibendum in lorem. Etiam aliquet convallis nibh at tempus. Proin gravida tincidunt egestas. Curabitur porta nibh ac enim semper, vitae pretium ante sollicitudin.","<div class=""brand-row"">\n<div class=""brand-img""><img class=""alignnone size-full wp-image-1222"" src=""https://yena.la-studioweb.com/wp-content/uploads/2019/12/cc-1.jpg"" alt="""" width=""823"" height=""650"" /></div>\n<div class=""brand-desc"">\n<h6>ABOUT YENA STORE</h6>\nDonec accumsan auctor iaculis. Sed suscipit arcu ligula, at egestas magna molestie a. Proin ac ex maximus, ultrices justo eget, sodales orci. Aliquam egestas libero ac turpis pharetra, in vehicula lacus scelerisque. Vestibulum ut sem laoreet, feugiat tellus at, hendrerit arcu..\n\nAc dis vestibulum ut primis eleifend at neque at ornare mus nostra non senectus magna natoque porta scelerisque molestie taciti lobortis torquent ullamcorper a ullamcorper. Hac suspendisse varius ut et consectetur eu in nisi vestibulum consectetur ultricies in dictum consectetur eu hendrerit ante tortor sagittis etiam porta scelerisque molestie\n\n</div>\n</div>",,,taxable,,1,,,0,0,,,,,1,,,20.00,"Foot\, Hand &amp; Nail Care, Tools &amp; Accessories",Beauty03,,"https://yena.la-studioweb.com/wp-content/uploads/2019/12/m3-prod-4.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m1-prod-10.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m1-prod-6.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m1-prod-8.jpg, https://yena.la-studioweb.com/wp-content/uploads/2019/12/m1-prod-7.jpg",,,,,,,https://la-studioweb.com/go/yena/link,"BUY ON AMAZON",0,,,,,,,,,,,,,,,
